Date,ISIN,Symbol,Price,Source
2025-04-27,INE299U01018,CROMPTON.NS,334.8500061035156,yfinance
2025-04-27,INE679A01013,CSBBANK.NS,355.70001220703125,yfinance
2025-04-27,INE627H01017,CTE.NS,42.34000015258789,yfinance
2025-04-27,INE491A01021,CUB.NS,177.38999938964844,yfinance
2025-04-27,INE144D01012,CUBEXTUB.NS,77.87000274658203,yfinance
2025-04-27,INE298A01020,CUMMINSIND.NS,2861.10009765625,yfinance
2025-04-27,INE509F01011,CUPID.NS,74.04000091552734,yfinance
2025-04-27,INE278G01037,CYBERMEDIA.NS,14.489999771118164,yfinance
2025-04-27,INE214A01019,CYBERTECH.NS,150.02999877929688,yfinance
2025-04-27,INE136B01020,CYIENT.NS,1170.800048828125,yfinance
2025-04-27,INE818H01020,DAAWAT.NS,,yfinance
2025-04-27,INE016A01026,DABUR.NS,484.6000061035156,yfinance
2025-04-27,INE00R701025,DALBHARAT.NS,1965.9000244140625,yfinance
2025-04-27,INE495A01022,DALMIASUG.NS,392.1000061035156,yfinance
2025-04-27,INE497D01022,DAMODARIND.NS,33.380001068115234,yfinance
2025-04-27,INE688Y01014,DANGEE.NS,4.800000190734863,yfinance
2025-04-27,INE365B01017,DATAMATICS.NS,605.1500244140625,yfinance
2025-04-27,INE950I01011,DBCORP.NS,,yfinance
2025-04-27,INE917M01012,DBL.NS,,yfinance
2025-04-27,INE879I01012,DBREALTY.NS,177.35000610351562,yfinance
2025-04-27,INE921B01025,DBSTOCKBRO.NS,27.76000022888184,yfinance
2025-04-27,INE385W01011,DCAL.NS,,yfinance
2025-04-27,INE503A01015,DCBBANK.NS,127.02999877929688,yfinance
2025-04-27,INE498A01018,DCM.NS,105.1999969482422,yfinance
2025-04-27,INE891B01012,DCMFINSERV.NS,5.579999923706055,yfinance
2025-04-27,INE08KP01019,DCMNVL.NS,173.35000610351562,yfinance
2025-04-27,INE499A01024,DCMSHRIRAM.NS,,yfinance
2025-04-27,INE500A01029,DCW.NS,84.5999984741211,yfinance
2025-04-27,INE583C01021,DECCANCE.NS,780.5499877929688,yfinance
2025-04-27,INE501A01019,DEEPAKFERT.NS,1309.300048828125,yfinance
2025-04-27,INE288B01029,DEEPAKNTR.NS,1961.300048828125,yfinance
2025-04-27,INE677H01012,DEEPENR.NS,,yfinance
2025-04-27,INE124G01033,DELTACORP.NS,91.33000183105467,yfinance
2025-04-27,INE393A01011,DELTAMAGNT.NS,65.5,yfinance
2025-04-27,INE947J01015,DEN.NS,32.939998626708984,yfinance
2025-04-27,INE244A01016,DENORA.NS,794.9000244140625,yfinance
2025-04-27,INE456C01020,DFMFOODS.NS,,yfinance
2025-04-27,INE03JI01017,DGCONTENT.NS,38.119998931884766,yfinance
2025-04-27,INE041A01016,DHAMPURSUG.NS,129.39999389648438,yfinance
2025-04-27,INE680A01011,DHANBANK.NS,28.950000762939453,yfinance
2025-04-27,INE274G01010,DHANI.NS,60.18000030517578,yfinance
2025-04-27,INE435G01025,DHANUKA.NS,1309.800048828125,yfinance
2025-04-27,INE988C01014,DHARSUGAR.NS,8.550000190734863,yfinance
2025-04-27,INE202B01012,DHFL.NS,,yfinance
2025-04-27,INE320L01011,DHUNINV.NS,1498.699951171875,yfinance
2025-04-27,INE393P01035,DIAMONDYD.NS,1222.5999755859375,yfinance
2025-04-27,INE989C01012,DIAPOWER.NS,,yfinance
2025-04-27,INE303A01010,DICIND.NS,701.9500122070312,yfinance
2025-04-27,INE927C01020,DIGISPICE.NS,19.57999992370605,yfinance
2025-04-27,INE731U01010,DIGJAMLTD.NS,39.310001373291016,yfinance
2025-04-27,INE836F01026,DISHTV.NS,,yfinance
2025-04-27,INE361B01024,DIVISLAB.NS,6012.5,yfinance
2025-04-27,INE935N01012,DIXON.NS,16219.0,yfinance
2025-04-27,INE271C01023,DLF.NS,653.5499877929688,yfinance
2025-04-27,INE250K01012,DLINKINDIA.NS,447.1000061035156,yfinance
2025-04-27,INE192R01011,DMART.NS,4375.2001953125,yfinance
2025-04-27,INE016M01021,DNAMEDIA.NS,4.940000057220459,yfinance
2025-04-27,INE966A01022,DOLAT.NS,,yfinance
2025-04-27,INE325C01035,DOLLAR.NS,380.9500122070313,yfinance
2025-04-27,INE668D01028,DONEAR.NS,108.43000030517578,yfinance
2025-04-27,INE266Y01019,DPABHUSHAN.NS,1438.0999755859375,yfinance
2025-04-27,INE360C01024,DPSCLTD.NS,12.960000038146973,yfinance
2025-04-27,INE864X01013,DPWIRES.NS,217.3699951171875,yfinance
2025-04-27,INE656K01010,DQE.NS,0.8500000238418579,yfinance
2025-04-27,INE506A01018,DREDGECORP.NS,583.9500122070312,yfinance
2025-04-27,INE089A01023,DRREDDY.NS,1174.800048828125,yfinance
2025-04-27,INE417B01040,DSSL.NS,1099.0,yfinance
2025-04-27,INE341R01014,DTIL.NS,182.6000061035156,yfinance
2025-04-27,INE741L01018,DUCON.NS,5.96999979019165,yfinance
2025-04-27,INE477B01010,DVL.NS,362.0,yfinance
2025-04-27,INE366A01041,DWARKESH.NS,40.52000045776367,yfinance
2025-04-27,INE221B01012,DYNAMATECH.NS,6386.0,yfinance
2025-04-27,INE256H01015,DYNPRO.NS,270.3500061035156,yfinance
2025-04-27,INE962C01027,EASTSILK.NS,,yfinance
2025-04-27,INE268C01029,EASUNREYRL.NS,2.400000095367432,yfinance
2025-04-27,INE726L01019,EBIXFOREX.NS,,yfinance
2025-04-27,INE738I01010,ECLERX.NS,2563.60009765625,yfinance
2025-04-27,INE532F01054,EDELWEISS.NS,83.2300033569336,yfinance
2025-04-27,INE216H01027,EDUCOMP.NS,1.75,yfinance
2025-04-27,INE066A01021,EICHERMOT.NS,5575.5,yfinance
2025-04-27,INE126A01031,EIDPARRY.NS,845.0,yfinance
2025-04-27,INE276C01014,EIHAHOTELS.NS,366.5499877929688,yfinance
2025-04-27,INE230A01023,EIHOTEL.NS,383.7999877929688,yfinance
2025-04-27,INE158B01016,EIMCOELECO.NS,1711.0999755859375,yfinance
2025-04-27,INE184H01027,EKC.NS,122.69000244140624,yfinance
2025-04-27,INE205B01023,ELECON.NS,517.75,yfinance
2025-04-27,INE086A01029,ELECTCAST.NS,103.68000030517578,yfinance
2025-04-27,INE822G01016,ELECTHERM.NS,1143.6500244140625,yfinance
2025-04-27,INE285A01027,ELGIEQUIP.NS,454.5499877929688,yfinance
2025-04-27,INE819L01012,ELGIRUBCO.NS,,yfinance
2025-04-27,INE548C01032,EMAMILTD.NS,619.7999877929688,yfinance
2025-04-27,INE830C01026,EMAMIPAP.NS,92.51000213623048,yfinance
2025-04-27,INE778K01012,EMAMIREAL.NS,120.9499969482422,yfinance
2025-04-27,INE078A01026,EMCO.NS,,yfinance
2025-04-27,INE296H01011,EMKAY.NS,203.83999633789065,yfinance
2025-04-27,INE753K01015,EMMBI.NS,106.87000274658205,yfinance
2025-04-27,INE913H01037,ENDURANCE.NS,1922.0999755859373,yfinance
2025-04-27,INE306C01019,ENERGYDEV.NS,19.25,yfinance
2025-04-27,INE510A01028,ENGINERSIN.NS,179.3699951171875,yfinance
2025-04-27,INE265F01028,ENIL.NS,138.0399932861328,yfinance
2025-04-27,INE255A01020,EPL.NS,193.6499938964844,yfinance
2025-04-27,INE988K01017,EQUITAS.NS,,yfinance
2025-04-27,INE063P01018,EQUITASBNK.NS,69.9800033569336,yfinance
2025-04-27,INE406M01024,ERIS.NS,1468.199951171875,yfinance
2025-04-27,INE416L01017,EROSMEDIA.NS,6.309999942779541,yfinance
2025-04-27,INE284A01012,ESABINDIA.NS,,yfinance
2025-04-27,INE042A01014,ESCORTS.NS,3333.699951171875,yfinance
2025-04-27,INE122M01019,ESSARSHPNG.NS,30.8799991607666,yfinance
2025-04-27,INE778B01029,ESTER.NS,125.91999816894533,yfinance
2025-04-27,INE063J01011,EUROMULTI.NS,1.4500000476837158,yfinance
2025-04-27,INE022C01012,EUROTEXIND.NS,,yfinance
2025-04-27,INE128A01029,EVEREADY.NS,319.04998779296875,yfinance
2025-04-27,INE295A01018,EVERESTIND.NS,516.0,yfinance
2025-04-27,INE688J01015,EXCEL.NS,0.7400000095367432,yfinance
2025-04-27,INE369A01029,EXCELINDUS.NS,,yfinance
2025-04-27,INE302A01020,EXIDEIND.NS,370.5,yfinance
2025-04-27,INE201K01015,EXPLEOSOL.NS,870.8499755859375,yfinance
2025-04-27,INE188A01015,FACT.NS,739.0499877929688,yfinance
2025-04-27,INE0DNW01011,FAIRCHEMOR.NS,864.3499755859375,yfinance
2025-04-27,INE045J01026,FCL.NS,241.6300048828125,yfinance
2025-04-27,INE220J01025,FCONSUMER.NS,0.5099999904632568,yfinance
2025-04-27,INE512B01022,FCSSOFT.NS,2.6600000858306885,yfinance
2025-04-27,INE258B01022,FDC.NS,425.6000061035156,yfinance
2025-04-27,INE171A01029,FEDERALBNK.NS,196.4900054931641,yfinance
2025-04-27,INE623B01027,FEL.NS,0.6499999761581421,yfinance
2025-04-27,IN9623B01058,FELDVR.NS,3.940000057220459,yfinance
2025-04-27,INE737H01014,FIEMIND.NS,1515.5,yfinance
2025-04-27,INE816B01027,FILATEX.NS,43.11000061035156,yfinance
2025-04-27,INE235A01022,FINCABLES.NS,864.7000122070312,yfinance
2025-04-27,INE686Y01026,FINEORG.NS,4181.7001953125,yfinance
2025-04-27,INE183A01016,FINPIPE.NS,171.91000366210938,yfinance
2025-04-27,INE060J01017,FLEXITUFF.NS,37.90999984741211,yfinance
2025-04-27,INE452O01016,FLFL.NS,,yfinance
2025-04-27,INE09N301011,FLUOROCHEM.NS,3977.89990234375,yfinance
2025-04-27,INE529A01010,FMGOETZE.NS,338.45001220703125,yfinance
2025-04-27,INE360L01017,FMNL.NS,14.880000114440918,yfinance
2025-04-27,INE451A01017,FORCEMOT.NS,9161.5,yfinance
2025-04-27,INE061F01013,FORTIS.NS,,yfinance
2025-04-27,INE519A01011,FOSECOIND.NS,3723.89990234375,yfinance
2025-04-27,INE752P01024,FRETAIL.NS,2.2799999713897705,yfinance
2025-04-27,INE935Q01015,FSC.NS,2.109999895095825,yfinance
2025-04-27,INE684F01012,FSL.NS,349.25,yfinance
2025-04-27,INE524A01029,GABRIEL.NS,546.4500122070312,yfinance
2025-04-27,INE036B01030,GAEL.NS,122.9800033569336,yfinance
2025-04-27,INE129A01019,GAIL.NS,186.7400054931641,yfinance
2025-04-27,INE482J01021,GAL.NS,,yfinance
2025-04-27,INE600K01018,GALAXYSURF.NS,2163.10009765625,yfinance
2025-04-27,INE297H01019,GALLANTT.NS,447.5,yfinance
2025-04-27,INE528K01029,GALLISPAT.NS,,yfinance
2025-04-27,INE181G01025,GAMMNINFRA.NS,,yfinance
2025-04-27,INE524B01027,GANDHITUBE.NS,670.4000244140625,yfinance
2025-04-27,INE845D01014,GANECOS.NS,1584.0,yfinance
2025-04-27,INE460C01014,GANESHHOUC.NS,,yfinance
2025-04-27,INE335W01016,GANGESSECU.NS,154.61000061035156,yfinance
2025-04-27,INE526A01016,GARDENSILK.NS,,yfinance
2025-04-27,INE276A01018,GARFIBRES.NS,856.9000244140625,yfinance
2025-04-27,INE152B01027,GATI.NS,,yfinance
2025-04-27,INE287Z01012,GAYAHWS.NS,1.1699999570846558,yfinance
2025-04-27,INE336H01023,GAYAPROJ.NS,7.730000019073486,yfinance
2025-04-27,INE087J01028,GBGLOBAL.NS,930.0,yfinance
2025-04-27,INE852F01015,GDL.NS,,yfinance
2025-04-27,INE916G01016,GEECEE.NS,374.2000122070313,yfinance
2025-04-27,INE669X01016,GEEKAYWIRE.NS,74.56999969482422,yfinance
2025-04-27,INE727B01026,GENESYS.NS,669.9000244140625,yfinance
2025-04-27,INE949P01018,GENUSPAPER.NS,18.489999771118164,yfinance
2025-04-27,INE955D01029,GENUSPOWER.NS,299.0,yfinance
2025-04-27,INE007B01023,GEOJITFSL.NS,77.63999938964844,yfinance
2025-04-27,INE878A01011,GEPIL.NS,,yfinance
2025-04-27,INE017A01032,GESHIP.NS,886.7000122070312,yfinance
2025-04-27,INE200A01026,GET&D.NS,,yfinance
2025-04-27,INE538A01037,GFLLIMITED.NS,56.02999877929688,yfinance
2025-04-27,INE534A01028,GFSTEELS.NS,8.420000076293945,yfinance
2025-04-27,INE539A01019,GHCL.NS,,yfinance
2025-04-27,INE289B01019,GICHSGFIN.NS,178.0,yfinance
2025-04-27,INE481Y01014,GICRE.NS,428.0,yfinance
2025-04-27,INE047B01011,GILLANDERS.NS,112.11000061035156,yfinance
2025-04-27,INE322A01010,GILLETTE.NS,8167.0,yfinance
2025-04-27,INE424C01010,GINNIFILA.NS,24.809999465942383,yfinance
2025-04-27,INE162A01010,GIPCL.NS,187.9900054931641,yfinance
2025-04-27,INE065J01016,GISOLUTION.NS,,yfinance
2025-04-27,INE528A01020,GKWLIMITED.NS,1897.0,yfinance
2025-04-27,INE068V01023,GLAND.NS,1447.9000244140625,yfinance
2025-04-27,INE159A01016,GLAXO.NS,2802.699951171875,yfinance
2025-04-27,INE935A01035,GLENMARK.NS,1360.699951171875,yfinance
2025-04-27,INE540A01017,GLFL.NS,6.659999847412109,yfinance
2025-04-27,INE291W01011,GLOBAL.NS,59.4900016784668,yfinance
2025-04-27,INE792H01019,GLOBALVECT.NS,233.3800048828125,yfinance
2025-04-27,INE581X01013,GLOBE.NS,2.5799999237060547,yfinance
2025-04-27,INE446C01013,GLOBOFFS.NS,,yfinance
2025-04-27,INE615I01010,GLOBUSSPR.NS,1063.300048828125,yfinance
2025-04-27,INE075D01018,GMBREW.NS,684.2999877929688,yfinance
2025-04-27,INE131A01031,GMDCLTD.NS,309.1000061035156,yfinance
2025-04-27,INE541A01023,GMMPFAUDLR.NS,1087.199951171875,yfinance
2025-04-27,INE776C01039,GMRINFRA.NS,,yfinance
2025-04-27,INE934S01014,GNA.NS,339.6499938964844,yfinance
2025-04-27,INE113A01013,GNFC.NS,487.6000061035156,yfinance
2025-04-27,INE426D01013,GOACARBON.NS,471.7999877929688,yfinance
2025-04-27,INE077F01035,GOCLCORP.NS,285.1499938964844,yfinance
2025-04-27,INE260B01028,GODFRYPHLP.NS,8020.5,yfinance
2025-04-27,INE925Y01010,GODHA.NS,0.8199999928474426,yfinance
2025-04-27,INE850D01014,GODREJAGRO.NS,768.3499755859375,yfinance
2025-04-27,INE102D01028,GODREJCP.NS,,yfinance
2025-04-27,INE233A01035,GODREJIND.NS,1099.0,yfinance
2025-04-27,INE484J01027,GODREJPROP.NS,2085.300048828125,yfinance
2025-04-27,INE516K01024,GOENKA.NS,0.9200000166893004,yfinance
2025-04-27,INE887G01027,GOKEX.NS,,yfinance
2025-04-27,INE020J01029,GOKUL.NS,47.58000183105469,yfinance
2025-04-27,INE314T01025,GOKULAGRO.NS,245.1499938964844,yfinance
2025-04-27,INE973A01010,GOLDENTOBC.NS,35.060001373291016,yfinance
2025-04-27,INE025B01017,GOLDIAM.NS,385.7999877929688,yfinance
2025-04-27,INE805A01014,GOLDTECH.NS,63.0099983215332,yfinance
2025-04-27,INE127I01024,GOODLUCK.NS,763.75,yfinance
2025-04-27,INE533A01012,GOODYEAR.NS,,yfinance
2025-04-27,INE177H01013,GPIL.NS,196.3999938964844,yfinance
2025-04-27,INE517F01014,GPPL.NS,141.33999633789062,yfinance
2025-04-27,INE390G01014,GPTINFRA.NS,127.18000030517578,yfinance
2025-04-27,INE101D01020,GRANULES.NS,,yfinance
2025-04-27,INE371A01025,GRAPHITE.NS,461.8999938964844,yfinance
2025-04-27,INE047A01021,GRASIM.NS,2734.800048828125,yfinance
2025-04-27,INE024L01027,GRAVITA.NS,,yfinance
2025-04-27,INE224A01026,GREAVESCOT.NS,192.2400054931641,yfinance
2025-04-27,INE544R01013,GREENLAM.NS,215.1199951171875,yfinance
2025-04-27,INE08ZM01014,GREENPANEL.NS,233.5599975585937,yfinance
2025-04-27,INE461C01038,GREENPLY.NS,293.6000061035156,yfinance
2025-04-27,INE999K01014,GREENPOWER.NS,,yfinance
2025-04-27,INE536A01023,GRINDWELL.NS,1679.9000244140625,yfinance
2025-04-27,INE646C01018,GROBTEA.NS,891.0,yfinance
2025-04-27,INE137I01015,GRPLTD.NS,2799.800048828125,yfinance
2025-04-27,INE382Z01011,GRSE.NS,1616.800048828125,yfinance
2025-04-27,INE542A01039,GSCLCEMENT.NS,,yfinance
2025-04-27,INE026A01025,GSFC.NS,186.6699981689453,yfinance
2025-04-27,INE246F01010,GSPL.NS,321.29998779296875,yfinance
2025-04-27,INE871H01011,GSS.NS,,yfinance
2025-04-27,INE043A01012,GTL.NS,8.350000381469727,yfinance
2025-04-27,INE221H01019,GTLINFRA.NS,1.5099999904632568,yfinance
2025-04-27,INE537A01013,GTNIND.NS,,yfinance
2025-04-27,INE302H01017,GTNTEX.NS,,yfinance
2025-04-27,INE869I01013,GTPL.NS,109.11000061035156,yfinance
2025-04-27,INE742B01025,GUFICBIO.NS,,yfinance
2025-04-27,INE186A01019,GUJALKALI.NS,622.9000244140625,yfinance
2025-04-27,INE826C01016,GUJAPOLLO.NS,344.29998779296875,yfinance
2025-04-27,INE844O01030,GUJGASLTD.NS,,yfinance
2025-04-27,INE610B01024,GUJRAFFIA.NS,39.0,yfinance
2025-04-27,INE635Q01029,GULFOILLUB.NS,1191.5999755859375,yfinance
2025-04-27,INE586G01017,GULFPETRO.NS,39.77999877929688,yfinance
2025-04-27,INE255D01024,GULPOLY.NS,193.58999633789065,yfinance
2025-04-27,INE251H01024,GVKPIL.NS,3.700000047683716,yfinance
2025-04-27,INE066F01012,HAL.NS,4196.39990234375,yfinance
2025-04-27,INE419U01012,HAPPSTMNDS.NS,585.5,yfinance
2025-04-27,INE939D01015,HARITASEAT.NS,,yfinance
2025-04-27,INE544A01019,HARRMALAYA.NS,,yfinance
2025-04-27,INE982F01036,HATHWAY.NS,14.029999732971191,yfinance
2025-04-27,INE473B01035,HATSUN.NS,925.7999877929688,yfinance
2025-04-27,INE176B01034,HAVELLS.NS,1599.800048828125,yfinance
2025-04-27,INE293B01029,HAVISHA.NS,2.180000066757202,yfinance
2025-04-27,INE292B01021,HBLPOWER.NS,,yfinance
2025-04-27,INE550B01022,HBSL.NS,84.05999755859375,yfinance
2025-04-27,INE549A01026,HCC.NS,27.26000022888184,yfinance
2025-04-27,INE075I01017,HCG.NS,558.7000122070312,yfinance
2025-04-27,INE236A01020,HCL-INSYS.NS,13.65999984741211,yfinance
2025-04-27,INE860A01027,HCLTECH.NS,1578.199951171875,yfinance
2025-04-27,INE001A01036,HDFC.NS,,yfinance
2025-04-27,INE127D01025,HDFCAMC.NS,4382.5,yfinance
2025-04-27,INE040A01034,HDFCBANK.NS,1911.199951171875,yfinance
2025-04-27,INE795G01014,HDFCLIFE.NS,704.5499877929688,yfinance
2025-04-27,INE191I01012,HDIL.NS,3.940000057220459,yfinance
2025-04-27,INE545A01016,HEG.NS,464.1000061035156,yfinance
2025-04-27,INE578A01017,HEIDELBERG.NS,194.47999572753903,yfinance
2025-04-27,INE0AJG01018,HEMIPROP.NS,134.05999755859375,yfinance
2025-04-27,INE688E01024,HERCULES.NS,156.74000549316406,yfinance
2025-04-27,INE978A01027,HERITGFOOD.NS,403.1499938964844,yfinance
2025-04-27,INE158A01026,HEROMOTOCO.NS,3895.5,yfinance
2025-04-27,INE782E01017,HESTERBIO.NS,1940.5,yfinance
2025-04-27,INE750M01017,HEXATRADEX.NS,198.1100006103516,yfinance
2025-04-27,INE548A01028,HFCL.NS,81.1500015258789,yfinance
2025-04-27,INE926X01010,HGINFRA.NS,1086.0,yfinance
2025-04-27,INE170I01016,HGS.NS,503.2999877929688,yfinance
2025-04-27,INE475B01022,HIKAL.NS,395.0499877929688,yfinance
2025-04-27,INE557A01011,HIL.NS,,yfinance
2025-04-27,INE788H01017,HILTON.NS,63.36000061035156,yfinance
2025-04-27,INE049A01027,HIMATSEIDE.NS,146.89999389648438,yfinance
2025-04-27,INE038A01020,HINDALCO.NS,622.0999755859375,yfinance
2025-04-27,INE310C01029,HINDCOMPOS.NS,427.5499877929688,yfinance
2025-04-27,INE531E01026,HINDCOPPER.NS,,yfinance
2025-04-27,INE253A01025,HINDMOTORS.NS,26.18000030517578,yfinance
2025-04-27,INE952A01022,HINDNATGLS.NS,16.690000534057617,yfinance
2025-04-27,INE345A01011,HINDOILEXP.NS,187.6000061035156,yfinance
2025-04-27,INE094A01015,HINDPETRO.NS,380.7000122070313,yfinance
2025-04-27,INE030A01027,HINDUNILVR.NS,2332.199951171875,yfinance
2025-04-27,INE267A01025,HINDZINC.NS,445.0,yfinance
2025-04-27,INE835D01023,HIRECT.NS,900.0999755859375,yfinance
2025-04-27,INE598C01011,HISARMETAL.NS,194.1199951171875,yfinance
2025-04-27,INE106T01017,HITECH.NS,94.16000366210938,yfinance
2025-04-27,INE120D01012,HITECHCORP.NS,184.509994506836,yfinance
2025-04-27,INE127B01011,HITECHGEAR.NS,,yfinance
2025-04-27,INE102A01024,HLVLTD.NS,12.760000228881836,yfinance
2025-04-27,INE262A01018,HMT.NS,,yfinance
2025-04-27,INE871K01015,HMVL.NS,86.43000030517578,yfinance
2025-04-27,INE254N01018,HNDFDS.NS,546.8499755859375,yfinance
2025-04-27,INE671A01010,HONAUT.NS,,yfinance
2025-04-27,INE634A01018,HONDAPOWER.NS,2082.0,yfinance
2025-04-27,INE275F01019,HOTELRUGBY.NS,,yfinance
2025-04-27,INE596H01014,HOVS.NS,50.97999954223633,yfinance
2025-04-27,INE495S01016,HPL.NS,418.1000061035156,yfinance
2025-04-27,INE019C01026,HSCL.NS,455.7000122070313,yfinance
2025-04-27,INE415A01038,HSIL.NS,,yfinance
2025-04-27,INE501G01024,HTMEDIA.NS,16.920000076293945,yfinance
2025-04-27,INE703H01016,HUBTOWN.NS,197.6999969482422,yfinance
2025-04-27,INE031A01017,HUDCO.NS,220.2400054931641,yfinance
2025-04-27,INE275B01026,HUHTAMAKI.NS,195.6499938964844,yfinance
2025-04-27,INE069I01010,IBREALEST.NS,103.45999908447266,yfinance
2025-04-27,INE148I01020,IBULHSGFIN.NS,,yfinance
2025-04-27,INE520Y01019,ICEMAKE.NS,998.0499877929688,yfinance
2025-04-27,INE090A01021,ICICIBANK.NS,,yfinance
2025-04-27,INE765G01017,ICICIGI.NS,1854.0999755859373,yfinance
2025-04-27,INE726G01019,ICICIPRULI.NS,,yfinance
2025-04-27,INE483B01026,ICIL.NS,,yfinance
2025-04-27,INE725G01011,ICRA.NS,5790.0,yfinance
2025-04-27,INE008A01015,IDBI.NS,80.43000030517578,yfinance
2025-04-27,INE669E01016,IDEA.NS,7.46999979019165,yfinance
2025-04-27,INE043D01016,IDFC.NS,,yfinance
2025-04-27,INE092T01019,IDFCFIRSTB.NS,66.08000183105469,yfinance
2025-04-27,INE022Q01020,IEX.NS,,yfinance
2025-04-27,INE076C01018,IFBAGRO.NS,475.7000122070313,yfinance
2025-04-27,INE559A01017,IFBIND.NS,1272.300048828125,yfinance
2025-04-27,INE039A01010,IFCI.NS,43.630001068115234,yfinance
2025-04-27,INE133Y01011,IFGLEXPOR.NS,365.0499877929688,yfinance
2025-04-27,INE188B01013,IGARASHI.NS,464.75,yfinance
2025-04-27,INE203G01027,IGL.NS,178.1999969482422,yfinance
2025-04-27,INE204A01010,IGPL.NS,428.75,yfinance
2025-04-27,INE530B01024,IIFL.NS,366.2000122070313,yfinance
2025-04-27,INE489L01022,IIFLSEC.NS,,yfinance
2025-04-27,INE466L01020,IIFLWAM.NS,,yfinance
2025-04-27,INE886A01014,IITL.NS,204.32000732421875,yfinance
2025-04-27,INE369I01014,IL&FSENGG.NS,41.59000015258789,yfinance
2025-04-27,INE975G01012,IL&FSTRANS.NS,3.2699999809265137,yfinance
2025-04-27,INE172N01012,IMAGICAA.NS,65.47000122070312,yfinance
2025-04-27,INE919H01018,IMFA.NS,633.2000122070312,yfinance
2025-04-27,INE547E01014,IMPAL.NS,997.0999755859376,yfinance
2025-04-27,INE841B01017,INDBANK.NS,35.29999923706055,yfinance
2025-04-27,INE053A01029,INDHOTEL.NS,786.3499755859375,yfinance
2025-04-27,INE383A01012,INDIACEM.NS,287.79998779296875,yfinance
2025-04-27,INE560A01015,INDIAGLYCO.NS,1421.800048828125,yfinance
2025-04-27,INE933S01016,INDIAMART.NS,,yfinance
2025-04-27,INE562A01011,INDIANB.NS,569.2000122070312,yfinance
2025-04-27,INE061A01014,INDIANCARD.NS,,yfinance
2025-04-27,INE323C01030,INDIANHUME.NS,399.25,yfinance
2025-04-27,INE646L01027,INDIGO.NS,5313.5,yfinance
2025-04-27,INE065B01013,INDLMETER.NS,23.68865966796875,yfinance
2025-04-27,INE092B01025,INDNIPPON.NS,594.3499755859375,yfinance
2025-04-27,INE873D01024,INDOCO.NS,232.47999572753903,yfinance
2025-04-27,INE156A01020,INDORAMA.NS,36.369998931884766,yfinance
2025-04-27,INE866K01015,INDOSOLAR.NS,330.0,yfinance
2025-04-27,INE896L01010,INDOSTAR.NS,307.3500061035156,yfinance
2025-04-27,INE332H01014,INDOTECH.NS,2491.89990234375,yfinance
2025-04-27,INE337M01013,INDOTHAI.NS,,yfinance
2025-04-27,INE227G01018,INDOWIND.NS,20.299999237060547,yfinance
2025-04-27,INE681B01017,INDRAMEDCO.NS,402.7999877929688,yfinance
2025-04-27,INE915B01019,INDSWFTLAB.NS,80.51000213623047,yfinance
2025-04-27,INE788B01028,INDSWFTLTD.NS,13.0,yfinance
2025-04-27,INE611L01021,INDTERRAIN.NS,35.470001220703125,yfinance
2025-04-27,INE095A01012,INDUSINDBK.NS,822.3499755859375,yfinance
2025-04-27,INE121J01017,INDUSTOWER.NS,397.3500061035156,yfinance
2025-04-27,INE189B01011,INEOSSTYRO.NS,,yfinance
2025-04-27,INE483S01020,INFIBEAM.NS,17.510000228881836,yfinance
2025-04-27,INE344S01016,INFOBEAN.NS,302.45001220703125,yfinance
2025-04-27,INE669A01022,INFOMEDIA.NS,6.710000038146973,yfinance
2025-04-27,INE009A01021,INFY.NS,1480.199951171875,yfinance
2025-04-27,INE177A01018,INGERRAND.NS,3743.5,yfinance
2025-04-27,INE312H01016,INOXLEISUR.NS,,yfinance
2025-04-27,INE066P01011,INOXWIND.NS,172.13999938964844,yfinance
2025-04-27,INE070I01018,INSECTICID.NS,712.75,yfinance
2025-04-27,INE020G01017,INSPIRISYS.NS,81.2699966430664,yfinance
2025-04-27,INE418N01027,INTEGRA.NS,,yfinance
2025-04-27,INE306R01017,INTELLECT.NS,765.25,yfinance
2025-04-27,INE781A01025,INTENTECH.NS,91.93000030517578,yfinance
2025-04-27,INE878H01016,INVENTURE.NS,1.559999942779541,yfinance
2025-04-27,INE565A01014,IOB.NS,37.38999938964844,yfinance
2025-04-27,INE242A01010,IOC.NS,134.64999389648438,yfinance
2025-04-27,INE485C01011,IOLCP.NS,66.08000183105469,yfinance
2025-04-27,INE571A01020,IPCALAB.NS,1419.0,yfinance
2025-04-27,INE821I01014,IRB.NS,46.90999984741211,yfinance
2025-04-27,INE962Y01021,IRCON.NS,156.36000061035156,yfinance
2025-04-27,INE335Y01012,IRCTC.NS,751.8499755859375,yfinance
2025-04-27,INE763G01038,ISEC.NS,,yfinance
2025-04-27,INE566K01011,ISFT.NS,102.8000030517578,yfinance
2025-04-27,INE732F01019,ISMTLTD.NS,,yfinance
2025-04-27,INE154A01025,ITC.NS,427.7999877929688,yfinance
2025-04-27,INE353K01014,ITDC.NS,570.2000122070312,yfinance
2025-04-27,INE686A01026,ITDCEM.NS,518.4000244140625,yfinance
2025-04-27,INE248A01017,ITI.NS,264.07000732421875,yfinance
2025-04-27,INE050B01023,IVC.NS,9.850000381469728,yfinance
2025-04-27,INE043C01018,IVP.NS,161.57000732421875,yfinance
