ISIN,Symbol,Type,Name
INE722J01012,RKDL.NS,EQ,Ravi Kumar Distilleries Limited
INE786W01010,RKEC.NS,EQ,RKEC Projects Limited
INE399G01015,RKFORGE.NS,EQ,Ramkrishna Forgings Limited
INE172H01014,RMCL.NS,EQ,Radha Madhav Corporation Limited
INE050H01012,RML.NS,EQ,Rane (Madras) Limited
INE542F01012,RNAVAL.NS,EQ,Reliance Naval and Engineering Limited
INE248H01012,ROHITFERRO.NS,EQ,Rohit Ferro-Tech Limited
INE283H01019,ROHLTD.NS,EQ,Royal Orchid Hotels Limited
INE927A01040,ROLLT.NS,EQ,Rollatainers Limited
INE293A01013,ROLTA.NS,EQ,Rolta India Limited
INE294G01026,ROML.NS,EQ,Raj Oil Mills Limited
INE02A801020,ROSSARI.NS,EQ,Rossari Biotech Limited
INE847C01020,ROSSELLIND.NS,EQ,Rossell India Limited
INE450U01017,ROUTE.NS,EQ,ROUTE MOBILE LIMITED
INE105J01010,RPGLIFE.NS,EQ,RPG Life Sciences Limited
INE614G01033,RPOWER.NS,EQ,Reliance Power Limited
INE324L01013,RPPINFRA.NS,EQ,R.P.P. Infra Projects Limited
INE165B01029,RSSOFTWARE.NS,EQ,R. S. Software (India) Limited
INE611A01016,RSWM.NS,EQ,RSWM Limited
INE411H01032,RSYSTEMS.NS,EQ,R Systems International Limited
INE834M01019,RTNINFRA.NS,EQ,RattanIndia Infrastructure Limited
INE399K01017,RTNPOWER.NS,EQ,RattanIndia Power Limited
INE301D01026,RUBYMILLS.NS,EQ,The Ruby Mills Limited
INE619A01035,RUCHI.NS,EQ,Ruchi Soya Industries Limited
INE413B01023,RUCHINFRA.NS,EQ,Ruchi Infrastructure Limited
INE803H01014,RUCHIRA.NS,EQ,Ruchira Papers Limited
INE895B01021,RUPA.NS,EQ,Rupa & Company Limited
INE573K01017,RUSHIL.NS,EQ,Rushil Decor Limited
INE09E501017,RVHL.NS,EQ,Ravinder Heights Limited
INE415G01027,RVNL.NS,EQ,Rail Vikas Nigam Limited
INE902B01017,S&SPOWER.NS,EQ,S&S Power Switchgears Limited
INE860T01019,SABEVENTS.NS,EQ,Sab Events & Governance Now Media Limited
INE226H01026,SADBHAV.NS,EQ,Sadbhav Engineering Limited
INE764L01010,SADBHIN.NS,EQ,Sadbhav Infrastructure Project Limited
INE429E01023,SAFARI.NS,EQ,Safari Industries (India) Limited
INE976T01013,SAGARDEEP.NS,EQ,Sagardeep Alloys Limited
INE229C01013,SAGCEM.NS,EQ,Sagar Cements Limited
INE114A01011,SAIL.NS,EQ,Steel Authority of India Limited
INE732S01012,SAKAR.NS,EQ,Sakar Healthcare Limited
INE623A01011,SAKHTISUG.NS,EQ,Sakthi Sugars Limited
INE667G01015,SAKSOFT.NS,EQ,Saksoft Limited
INE190H01024,SAKUMA.NS,EQ,Sakuma Exports Limited
INE170V01019,SALASAR.NS,EQ,Salasar Techno Engineering Limited
INE498E01010,SALONA.NS,EQ,Salona Cotspin Limited
INE658G01014,SALSTEEL.NS,EQ,S.A.L. Steel Limited
INE457F01013,SALZERELEC.NS,EQ,Salzer Electronics Limited
INE699B01027,SAMBHAAV.NS,EQ,Sambhaav Media Limited
INE782L01012,SANCO.NS,EQ,Sanco Industries Limited
INE583B01015,SANDESH.NS,EQ,The Sandesh Limited
INE278H01035,SANDHAR.NS,EQ,Sandhar Technologies Limited
INE495C01010,SANGAMIND.NS,EQ,Sangam (India) Limited
INE999B01013,SANGHIIND.NS,EQ,Sanghi Industries Limited
INE263L01013,SANGHVIFOR.NS,EQ,Sanghvi Forging and Engineering Limited
INE989A01024,SANGHVIMOV.NS,EQ,Sanghvi Movers Limited
INE753W01010,SANGINITA.NS,EQ,Sanginita Chemicals Limited
INE058A01010,SANOFI.NS,EQ,Sanofi India Limited
INE890C01046,SANWARIA.NS,EQ,Sanwaria Consumer Limited
INE385C01013,SARDAEN.NS,EQ,Sarda Energy & Minerals Limited
INE979A01017,SAREGAMA.NS,EQ,Saregama India Limited
INE453D01025,SARLAPOLY.NS,EQ,Sarla Performance Fibers Limited
INE231F01020,SASKEN.NS,EQ,Sasken Technologies Limited
INE019J01013,SASTASUNDR.NS,EQ,Sastasundar Ventures Limited
INE170E01023,SATIA.NS,EQ,Satia Industries Limited
INE836B01017,SATIN.NS,EQ,Satin Creditcare Network Limited
INE018E01016,SBICARD.NS,EQ,SBI Cards and Payment Services Limited
INE123W01016,SBILIFE.NS,EQ,SBI Life Insurance Company Limited
INE062A01020,SBIN.NS,EQ,State Bank of India
INE224E01036,SCAPDVR.NS,EQ,Stampede Capital Limited
INE513A01014,SCHAEFFLER.NS,EQ,Schaeffler India Limited
INE807K01035,SCHAND.NS,EQ,S Chand And Company Limited
INE839M01018,SCHNEIDER.NS,EQ,Schneider Electric Infrastructure Limited
INE109A01011,SCI.NS,EQ,Shipping Corporation Of India Limited
INE480C01020,SDBL.NS,EQ,Som Distilleries & Breweries Limited
INE497B01018,SEAMECLTD.NS,EQ,Seamec Limited
INE818A01017,SELAN.NS,EQ,Selan Exploration Technology Limited
INE105I01012,SELMCL.NS,EQ,SEL Manufacturing Company Limited
INE735M01018,SEPOWER.NS,EQ,S.E. Power Limited
INE807F01027,SEQUENT.NS,EQ,Sequent Scientific Limited
INE630A01024,SESHAPAPER.NS,EQ,Seshasayee Paper and Boards Limited
INE878E01021,SETCO.NS,EQ,Setco Automotive Limited
INE023M01027,SETUINFRA.NS,EQ,Setubandhan Infrastructure Limited
INE573R01012,SEYAIND.NS,EQ,Seya Industries Limited
INE955I01036,SEZAL.NS,EQ,Sezal Glass Limited
INE916U01025,SFL.NS,EQ,Sheela Foam Limited
INE353H01010,SGL.NS,EQ,STL Global Limited
INE640C01011,SHAHALLOYS.NS,EQ,Shah Alloys Limited
INE908D01010,SHAKTIPUMP.NS,EQ,Shakti Pumps (India) Limited
INE597J01018,SHALBY.NS,EQ,Shalby Limited
INE849C01026,SHALPAINTS.NS,EQ,Shalimar Paints Limited
INE274V01019,SHANKARA.NS,EQ,Shankara Building Products Limited
INE631A01022,SHANTIGEAR.NS,EQ,Shanthi Gears Limited
INE221J01015,SHARDACROP.NS,EQ,Sharda Cropchem Limited
INE597I01010,SHARDAMOTR.NS,EQ,Sharda Motor Industries Limited
INE932X01018,SHAREINDIA.NS,EQ,Share India Securities Limited
INE363M01019,SHEMAROO.NS,EQ,Shemaroo Entertainment Limited
INE05AN01011,SHIL.NS,EQ,Somany Home Innovation Limited
INE790G01031,SHILPAMED.NS,EQ,Shilpa Medicare Limited
INE196B01016,SHIRPUR-G.NS,EQ,Shirpur Gold Refinery Limited
INE637H01024,SHIVAMAUTO.NS,EQ,Shivam Autotech Limited
INE644Y01017,SHIVAMILLS.NS,EQ,Shiva Mills Limited
INE705C01020,SHIVATEX.NS,EQ,Shiva Texyarn Limited
INE500L01026,SHK.NS,EQ,S H Kelkar and Company Limited
INE498B01024,SHOPERSTOP.NS,EQ,Shoppers Stop Limited
INE715Y01015,SHRADHA.NS,EQ,Shradha Infraprojects Limited
INE232A01011,SHREDIGCEM.NS,EQ,Shree Digvijay Cement Co.Ltd
INE070A01015,SHREECEM.NS,EQ,SHREE CEMENT LIMITED
INE712K01011,SHREEPUSHK.NS,EQ,Shree Pushkar Chemicals & Fertilisers Limited
INE879A01019,SHREERAMA.NS,EQ,Shree Rama Multi-Tech Limited
INE632X01030,SHRENIK.NS,EQ,Shrenik Limited
INE231C01019,SHREYANIND.NS,EQ,Shreyans Industries Limited
INE757B01015,SHREYAS.NS,EQ,Shreyas Shipping & Logistics Limited
INE526E01018,SHRIPISTON.NS,EQ,Shriram Pistons & Rings Limited
INE722A01011,SHRIRAMCIT.NS,EQ,Shriram City Union Finance Limited
INE964H01014,SHRIRAMEPC.NS,EQ,Shriram EPC Limited
INE979R01011,SHYAMCENT.NS,EQ,Shyam Century Ferrous Limited
INE635A01023,SHYAMTEL.NS,EQ,Shyam Telecom Limited
INE176J01011,SICAGEN.NS,EQ,Sicagen India Limited
INE075B01012,SICAL.NS,EQ,Sical Logistics Limited
INE003A01024,SIEMENS.NS,EQ,Siemens Limited
INE529F01035,SIGIND.NS,EQ,Signet Industries Limited
INE173A01025,SIL.NS,EQ,Standard Industries Limited
INE923A01015,SILINV.NS,EQ,SIL Investments Limited
INE203Y01012,SILLYMONKS.NS,EQ,Silly Monks Entertainment Limited
INE748T01016,SIMBHALS.NS,EQ,Simbhaoli Sugars Limited
INE059B01024,SIMPLEXINF.NS,EQ,Simplex Infrastructures Limited
INE129Z01016,SINTERCOM.NS,EQ,Sintercom India Limited
INE429C01035,SINTEX.NS,EQ,Sintex Industries Limited
INE792Z01011,SIRCA.NS,EQ,Sirca Paints India Limited
INE285J01028,SIS.NS,EQ,Security and Intelligence Services (India) Limited
INE965H01011,SITINET.NS,EQ,Siti Networks Limited
INE076B01028,SIYSIL.NS,EQ,Siyaram Silk Mills Limited
INE002L01015,SJVN.NS,EQ,SJVN Limited
INE640A01023,SKFINDIA.NS,EQ,SKF India Limited
INE429F01012,SKIL.NS,EQ,SKIL Infrastructure Limited
INE439E01022,SKIPPER.NS,EQ,Skipper Limited
INE411D01015,SKMEGGPROD.NS,EQ,SKM Egg Products Export (India) Limited
INE178C01020,SMARTLINK.NS,EQ,Smartlink Holdings Limited
INE294B01019,SMLISUZU.NS,EQ,SML Isuzu Limited
INE215G01021,SMPL.NS,EQ,Splendid Metal Products Limited
INE320X01016,SMSLIFE.NS,EQ,SMS Lifesciences India Limited
INE812G01025,SMSPHARMA.NS,EQ,SMS Pharmaceuticals Limited
INE734N01019,SNOWMAN.NS,EQ,Snowman Logistics Limited
INE671H01015,SOBHA.NS,EQ,Sobha Limited
INE624Z01016,SOLARA.NS,EQ,Solara Active Pharma Sciences Limited
INE343H01029,SOLARINDS.NS,EQ,Solar Industries India Limited
INE355A01028,SOMANYCERA.NS,EQ,Somany Ceramics Limited
INE314C01013,SOMATEX.NS,EQ,Soma Textiles & Industries Limited
INE323J01019,SOMICONVEY.NS,EQ,Somi Conveyor Beltings Limited
INE269A01021,SONATSOFTW.NS,EQ,Sonata Software Limited
INE034H01016,SORILINFRA.NS,EQ,SORIL Infra Resources Limited
INE035D01012,SOTL.NS,EQ,Savita Oil Technologies Limited
INE683A01023,SOUTHBANK.NS,EQ,The South Indian Bank Limited
INE980Y01015,SOUTHWEST.NS,EQ,South West Pinnacle Exploration Limited
INE212I01016,SPAL.NS,EQ,S. P. Apparels Limited
INE572J01011,SPANDANA.NS,EQ,Spandana Sphoorty Financial Limited
INE232I01014,SPARC.NS,EQ,Sun Pharma Advanced Research Company Limited
INE247M01014,SPECIALITY.NS,EQ,Speciality Restaurants Limited
INE020801028,SPENCERS.NS,EQ,Spencer's Retail Limited
INE376C01020,SPENTEX.NS,EQ,Spentex Industries Limited
INE147A01011,SPIC.NS,EQ,Southern Petrochemicals Industries Corporation  Limited
INE285B01017,SPICEJET.NS,EQ,SPICEJET LTD
INE978G01016,SPLIL.NS,EQ,SPL Industries Limited
INE937A01023,SPMLINFRA.NS,EQ,SPML Infra Limited
INE501W01021,SPTL.NS,EQ,Sintex Plastics Technology Limited
INE099F01013,SREEL.NS,EQ,Sreeleathers Limited
INE872A01014,SREINFRA.NS,EQ,SREI Infrastructure Finance Limited
INE647A01010,SRF.NS,EQ,SRF Limited
INE917H01012,SRHHYPOLTD.NS,EQ,Sree Rayalaseema Hi-Strength Hypo Limited
INE943C01027,SRIPIPES.NS,EQ,Srikalahasthi Pipes Limited
INE008Z01012,SRPL.NS,EQ,Shree Ram Proteins Limited
INE721A01013,SRTRANSFIN.NS,EQ,Shriram Transport Finance Company Limited
INE802C01017,SSWL.NS,EQ,Steel Strips Wheels Limited
INE939A01011,STAR.NS,EQ,Strides Pharma Science Limited
INE460H01021,STARCEMENT.NS,EQ,Star Cement Limited
INE733A01018,STARPAPER.NS,EQ,Star Paper Mills Limited
INE655A01013,STCINDIA.NS,EQ,The State Trading Corporation of India Limited
INE395H01011,STEELCITY.NS,EQ,Steel City Securities Limited
INE503B01013,STEELXIND.NS,EQ,STEEL EXCHANGE INDIA LIMITED
INE577L01016,STEL.NS,EQ,Stel Holdings Limited
INE334A01023,STERTOOLS.NS,EQ,Sterling Tools Limited
INE089C01029,STLTECH.NS,EQ,Sterlite Technologies Limited
INE845C01016,SUBCAPCITY.NS,EQ,International Constructions Limited
INE754A01055,SUBEXLTD.NS,EQ,Subex Limited
INE287B01021,SUBROS.NS,EQ,Subros Limited
INE659A01023,SUDARSCHEM.NS,EQ,Sudarshan Chemical Industries Limited
INE216G01011,SUJANAUNI.NS,EQ,Sujana Universal Industries Limited
INE258G01013,SUMICHEM.NS,EQ,Sumitomo Chemical India Limited
INE748Z01013,SUMIT.NS,EQ,Sumit Woods Limited
INE519C01017,SUMMITSEC.NS,EQ,Summit Securities Limited
INE105A01035,SUNCLAYLTD.NS,EQ,Sundaram Clayton Limited
INE108E01023,SUNDARAM.NS,EQ,Sundaram Multi Pap Limited
INE660A01013,SUNDARMFIN.NS,EQ,Sundaram Finance Limited
INE202Z01029,SUNDARMHLD.NS,EQ,Sundaram Finance Holdings Limited
INE073D01013,SUNDRMBRAK.NS,EQ,Sundaram Brake Linings Limited
INE387A01021,SUNDRMFAST.NS,EQ,Sundram Fasteners Limited
INE947A01014,SUNFLAG.NS,EQ,Sunflag Iron And Steel Company Limited
INE044A01036,SUNPHARMA.NS,EQ,Sun Pharmaceutical Industries Limited
INE805D01034,SUNTECK.NS,EQ,Sunteck Realty Limited
INE424H01027,SUNTV.NS,EQ,Sun TV Network Limited
INE712B01010,SUPERHOUSE.NS,EQ,Superhouse Limited
INE662A01027,SUPERSPIN.NS,EQ,Super Spinning Mills Limited
INE663A01017,SUPPETRO.NS,EQ,Supreme Petrochem Limited
INE399C01030,SUPRAJIT.NS,EQ,Suprajit Engineering Limited
INE319Z01013,SUPREMEENG.NS,EQ,Supreme Engineering Limited
INE195A01028,SUPREMEIND.NS,EQ,Supreme Industries Limited
INE550H01011,SUPREMEINF.NS,EQ,Supreme Infrastructure India Limited
INE272L01022,SURANASOL.NS,EQ,Surana Solar Limited
INE130B01031,SURANAT&P.NS,EQ,Surana Telecom and Power Limited
INE713B01026,SURYALAXMI.NS,EQ,Suryalakshmi Cotton Mills Limited
INE335A01012,SURYAROSNI.NS,EQ,Surya Roshni Limited
INE645H01027,SUTLEJTEX.NS,EQ,Sutlej Textiles and Industries Limited
INE591Q01016,SUULD.NS,EQ,Suumaya Lifestyle Limited
INE495B01038,SUVEN.NS,EQ,Suven Life Sciences Limited
INE03QK01018,SUVENPHAR.NS,EQ,Suven Pharmaceuticals Limited
INE040H01021,SUZLON.NS,EQ,Suzlon Energy Limited
INE665A01038,SWANENERGY.NS,EQ,Swan Energy Limited
INE277A01016,SWARAJENG.NS,EQ,Swaraj Engines Limited
INE409B01013,SWELECTES.NS,EQ,Swelect Energy Systems Limited
INE00M201021,SWSOLAR.NS,EQ,Sterling And Wilson Solar Limited
INE225D01027,SYMPHONY.NS,EQ,Symphony Limited
INE602K01014,SYNCOM.NS,EQ,Syncom Healthcare Limited
INE398R01022,SYNGENE.NS,EQ,Syngene International Limited
INE123C01018,TAINWALCHM.NS,EQ,Tainwala Chemical and Plastic (I) Limited
INE586B01026,TAJGVK.NS,EQ,Taj GVK Hotels & Resorts Limited
INE142I01023,TAKE.NS,EQ,Take Solutions Limited
INE187D01011,TALBROAUTO.NS,EQ,Talbros Automotive Components Limited
INE483C01032,TANLA.NS,EQ,Tanla Platforms Limited
INE388G01018,TANTIACONS.NS,EQ,Tantia Constructions Limited
INE0EK901012,TARC.NS,EQ,Anant Raj Global Limited
INE924H01018,TARMAT.NS,EQ,Tarmat Limited
INE488B01017,TASTYBITE.NS,EQ,Tasty Bite Eatables Limited
INE092A01019,TATACHEM.NS,EQ,Tata Chemicals Limited
INE493A01027,TATACOFFEE.NS,EQ,Tata Coffee Limited
INE151A01013,TATACOMM.NS,EQ,Tata Communications Limited
INE192A01025,TATACONSUM.NS,EQ,TATA CONSUMER PRODUCTS LIMITED
INE670A01012,TATAELXSI.NS,EQ,Tata Elxsi Limited
INE672A01018,TATAINVEST.NS,EQ,Tata Investment Corporation Limited
INE056C01010,TATAMETALI.NS,EQ,Tata Metaliks Limited
INE155A01022,TATAMOTORS.NS,EQ,Tata Motors Limited
IN9155A01020,TATAMTRDVR.NS,EQ,Tata Motors Limited
INE245A01021,TATAPOWER.NS,EQ,Tata Power Company Limited
INE081A01012,TATASTEEL.NS,EQ,Tata Steel Limited
INE824B01021,TATASTLBSL.NS,EQ,Tata Steel Bsl Limited
INE674A01014,TATASTLLP.NS,EQ,Tata Steel Long Products Limited
INE760L01018,TBZ.NS,EQ,Tribhovandas Bhimji Zaveri Limited
INE688A01022,TCI.NS,EQ,Transport Corporation of India Limited
INE662L01016,TCIDEVELOP.NS,EQ,TCI Developers Limited
INE586V01016,TCIEXP.NS,EQ,TCI Express Limited
INE911B01018,TCIFINANCE.NS,EQ,TCI Finance Limited
INE778U01029,TCNSBRANDS.NS,EQ,TCNS Clothing Co. Limited
INE822C01015,TCPLPACK.NS,EQ,TCPL Packaging Limited
INE467B01029,TCS.NS,EQ,Tata Consultancy Services Limited
INE419M01019,TDPOWERSYS.NS,EQ,TD Power Systems Limited
INE985S01024,TEAMLEASE.NS,EQ,Teamlease Services Limited
INE778A01021,TECHIN.NS,EQ,Techindia Nirman Limited
INE669C01036,TECHM.NS,EQ,Tech Mahindra Limited
INE285K01026,TECHNOE.NS,EQ,Techno Electric & Engineering Company Limited
INE509K01011,TECHNOFAB.NS,EQ,Technofab Engineering Limited
INE010J01012,TEJASNET.NS,EQ,Tejas Networks Limited
INE482B01010,TERASOFT.NS,EQ,Tera Software Limited
INE435C01024,TEXINFRA.NS,EQ,Texmaco Infrastructure & Holdings Limited
INE141K01013,TEXMOPIPES.NS,EQ,Texmo Pipes and Products Limited
INE621L01012,TEXRAIL.NS,EQ,Texmaco Rail & Engineering Limited
INE305A01015,TFCILTD.NS,EQ,Tourism Finance Corporation of India Limited
INE804H01012,TFL.NS,EQ,Transwarranty Finance Limited
INE797H01018,TGBHOTELS.NS,EQ,TGB Banquets And Hotels Limited
INE085J01014,THANGAMAYL.NS,EQ,Thangamayil Jewellery Limited
INE924D01017,THEINVEST.NS,EQ,The Investment Trust Of India Limited
INE083B01016,THEMISMED.NS,EQ,Themis Medicare Limited
INE152A01029,THERMAX.NS,EQ,Thermax Limited
INE409A01015,THIRUSUGAR.NS,EQ,Thiru Arooran Sugars Limited
INE332A01027,THOMASCOOK.NS,EQ,Thomas Cook  (India)  Limited
INE480M01011,THOMASCOTT.NS,EQ,Thomas Scott (India) Limited
INE594H01019,THYROCARE.NS,EQ,Thyrocare Technologies Limited
INE133E01013,TI.NS,EQ,Tilaknagar Industries Limited
INE484C01022,TIDEWATER.NS,EQ,Tide Water Oil Company (India) Limited
INE545H01011,TIIL.NS,EQ,Technocraft Industries (India) Limited
INE974X01010,TIINDIA.NS,EQ,Tube Investments of India Limited
INE440L01017,TIJARIA.NS,EQ,Tijaria Polypipes Limited
INE806C01018,TIL.NS,EQ,TIL Limited
INE289C01025,TIMESGTY.NS,EQ,Times Guaranty Limited
INE508G01029,TIMETECHNO.NS,EQ,Time Technoplast Limited
INE325A01013,TIMKEN.NS,EQ,Timken India Limited
INE422C01014,TINPLATE.NS,EQ,The Tinplate Company of India Limited
INE716B01011,TIPSINDLTD.NS,EQ,TIPS Industries Limited
INE338A01024,TIRUMALCHM.NS,EQ,Thirumalai Chemicals Limited
INE319Y01016,TIRUPATIFL.NS,EQ,Tirupati Forge Limited
INE280A01028,TITAN.NS,EQ,Titan Company Limited
INE759V01019,TMRVL.NS,EQ,The Mandhana Retail Ventures Limited
INE148A01019,TNPETRO.NS,EQ,Tamilnadu PetroProducts Limited
INE107A01015,TNPL.NS,EQ,Tamil Nadu Newsprint & Papers Limited
INE141D01018,TNTELE.NS,EQ,Tamilnadu Telecommunication Limited
INE932C01012,TOKYOPLAST.NS,EQ,Tokyo Plast International Limited
INE685A01028,TORNTPHARM.NS,EQ,Torrent Pharmaceuticals Limited
INE813H01021,TORNTPOWER.NS,EQ,Torrent Power Limited
INE336X01012,TOTAL.NS,EQ,Total Transport Systems Limited
INE486Y01013,TOUCHWOOD.NS,EQ,Touchwood Entertainment Limited
INE413G01014,TPLPLASTEH.NS,EQ,TPL Plastech Limited
INE040M01013,TREEHOUSE.NS,EQ,Tree House Education & Accessories Limited
INE00CA01015,TREJHARA.NS,EQ,TREJHARA SOLUTIONS LIMITED
INE849A01020,TRENT.NS,EQ,Trent Limited
INE391D01019,TRF.NS,EQ,TRF Limited
INE064C01022,TRIDENT.NS,EQ,Trident Limited
INE948A01012,TRIGYN.NS,EQ,Trigyn Technologies Limited
INE763I01026,TRIL.NS,EQ,Transformers And Rectifiers (India) Limited
INE152M01016,TRITURBINE.NS,EQ,Triveni Turbine Limited
INE256C01024,TRIVENI.NS,EQ,Triveni Engineering & Industries Limited
INE910C01018,TTKHLTCARE.NS,EQ,TTK Healthcare Limited
INE690A01010,TTKPRESTIG.NS,EQ,TTK Prestige Limited
INE592B01016,TTL.NS,EQ,T T Limited
INE517B01013,TTML.NS,EQ,Tata Teleservices (Maharashtra) Limited
INE886H01027,TV18BRDCST.NS,EQ,TV18 Broadcast Limited
INE236G01019,TVSELECT.NS,EQ,TVS Electronics Limited
INE494B01023,TVSMOTOR.NS,EQ,TVS Motor Company Limited
INE421C01016,TVSSRICHAK.NS,EQ,TVS Srichakra Limited
INE038F01029,TVTODAY.NS,EQ,TV Today Network Limited
INE871L01013,TVVISION.NS,EQ,TV Vision Limited
INE615H01020,TWL.NS,EQ,Titagarh Wagons Limited
INE686F01025,UBL.NS,EQ,United Breweries Limited
INE139B01016,UCALFUEL.NS,EQ,Ucal Fuel Systems Limited
INE691A01018,UCOBANK.NS,EQ,UCO Bank
INE516A01017,UFLEX.NS,EQ,UFLEX Limited
INE527H01019,UFO.NS,EQ,UFO Moviez India Limited
INE071E01023,UGARSUGAR.NS,EQ,The Ugar Sugar Works Limited
INE899L01022,UJAAS.NS,EQ,Ujaas Energy Limited
INE334L01012,UJJIVAN.NS,EQ,Ujjivan Financial Services Limited
INE551W01018,UJJIVANSFB.NS,EQ,Ujjivan Small Finance Bank Limited
INE481G01011,ULTRACEMCO.NS,EQ,UltraTech Cement Limited
INE864B01027,UMANGDAIRY.NS,EQ,Umang Dairies Limited
INE240C01028,UMESLTD.NS,EQ,Usha Martin Education & Solutions Limited
INE351A01035,UNICHEMLAB.NS,EQ,Unichem Laboratories Limited
INE961D01019,UNIDT.NS,EQ,United Drilling Tools Limited
INE037A01022,UNIENTER.NS,EQ,Uniphos Enterprises Limited
INE692A01016,UNIONBANK.NS,EQ,Union Bank of India
INE694A01020,UNITECH.NS,EQ,Unitech Limited
INE458F01011,UNITEDTEA.NS,EQ,The United Nilgiri Tea Estates Company Limited
INE466H01028,UNITY.NS,EQ,Unity Infraprojects Limited
INE562X01013,UNIVASTU.NS,EQ,Univastu India Limited
INE279A01012,UNIVCABLES.NS,EQ,Universal Cables Limited
INE03V001013,UNIVPHOTO.NS,EQ,Universus Photo Imagings Limited
INE628A01036,UPL.NS,EQ,UPL Limited
INE550C01020,URJA.NS,EQ,Urja Global Limited
INE228A01035,USHAMART.NS,EQ,Usha Martin Limited
INE094J01016,UTIAMC.NS,EQ,UTI Asset Management Company Limited
INE699A01011,UTTAMSTL.NS,EQ,Uttam Galva Steels Limited
INE786F01031,UTTAMSUGAR.NS,EQ,Uttam Sugar Mills Limited
INE945H01013,V2RETAIL.NS,EQ,V2 Retail Limited
INE694D01016,VADILALIND.NS,EQ,Vadilal Industries Limited
INE884A01019,VAIBHAVGBL.NS,EQ,Vaibhav Global Limited
INE972X01014,VAISHALI.NS,EQ,Vaishali Pharma Limited
INE051B01021,VAKRANGEE.NS,EQ,Vakrangee Limited
INE565V01010,VALIANTORG.NS,EQ,Valiant Organics Limited
INE116G01013,VARDHACRLC.NS,EQ,Vardhman Acrylics Limited
INE835A01011,VARDMNPOLY.NS,EQ,Vardhman Polytex Limited
INE665L01035,VARROC.NS,EQ,Varroc Engineering Limited
INE893I01013,VASCONEQ.NS,EQ,Vascon Engineers Limited
INE590L01019,VASWANI.NS,EQ,Vaswani Industries Limited
INE200M01013,VBL.NS,EQ,Varun Beverages Limited
INE205A01025,VEDL.NS,EQ,Vedanta Limited
INE398A01010,VENKEYS.NS,EQ,Venky's (India) Limited
INE411B01019,VENUSREM.NS,EQ,Venus Remedies Limited
INE188Y01015,VERTOZ.NS,EQ,Vertoz Advertising Limited
INE386A01015,VESUVIUS.NS,EQ,Vesuvius India Limited
INE918N01018,VETO.NS,EQ,Veto Switchgears And Cables Limited
INE951I01027,VGUARD.NS,EQ,V-Guard Industries Limited
INE701A01023,VHL.NS,EQ,Vardhman Holdings Limited
INE048C01017,VICEROY.NS,EQ,Viceroy Hotels Limited
INE703A01011,VIDEOIND.NS,EQ,Videocon Industries Limited
INE632C01026,VIDHIING.NS,EQ,Vidhi Specialty Food Ingredients Limited
INE159N01027,VIJIFIN.NS,EQ,Viji Finance Limited
INE806A01020,VIKASECO.NS,EQ,Vikas EcoTech Limited
INE161L01027,VIKASMCORP.NS,EQ,Vikas Multicorp Limited
INE767B01022,VIKASPROP.NS,EQ,Vikas Proppant & Granite Limited
INE706A01022,VIKASWSP.NS,EQ,Vikas WSP Limited
INE579C01029,VIMTALABS.NS,EQ,Vimta Labs Limited
INE410B01037,VINATIORGA.NS,EQ,Vinati Organics Limited
INE707A01012,VINDHYATEL.NS,EQ,Vindhya Telelinks Limited
INE250B01029,VINYLINDIA.NS,EQ,Vinyl Chemicals (India) Limited
INE450G01024,VIPCLOTHNG.NS,EQ,VIP Clothing Limited
INE054A01027,VIPIND.NS,EQ,VIP Industries Limited
INE946H01037,VIPULLTD.NS,EQ,Vipul Limited
INE392A01013,VISAKAIND.NS,EQ,Visaka Industries Limited
INE286H01012,VISASTEEL.NS,EQ,Visa Steel Limited
INE755Q01025,VISHAL.NS,EQ,Vishal Fabrics Limited
INE270I01014,VISHNU.NS,EQ,Vishnu Chemicals Limited
INE430N01014,VISHWARAJ.NS,EQ,Vishwaraj Sugar Industries Limited
INE370E01029,VIVIDHA.NS,EQ,Visagar Polytex Limited
INE526G01021,VIVIMEDLAB.NS,EQ,Vivimed Labs Limited
INE709A01018,VLSFINANCE.NS,EQ,VLS Finance Limited
INE665J01013,VMART.NS,EQ,V-Mart Retail Limited
INE540H01012,VOLTAMP.NS,EQ,Voltamp Transformers Limited
INE226A01021,VOLTAS.NS,EQ,Voltas Limited
INE366I01010,VRLLOG.NS,EQ,VRL Logistics Limited
INE050M01012,VSSL.NS,EQ,Vardhman Special Steels Limited
INE710A01016,VSTIND.NS,EQ,VST Industries Limited
INE764D01017,VSTTILLERS.NS,EQ,V.S.T Tillers Tractors Limited
INE825A01012,VTL.NS,EQ,Vardhman Textiles Limited
INE956G01038,WABAG.NS,EQ,VA Tech Wabag Limited
INE342J01019,WABCOINDIA.NS,EQ,WABCO India Limited
INE711A01022,WALCHANNAG.NS,EQ,Walchandnagar Industries Limited
INE107F01022,WANBURY.NS,EQ,Wanbury Limited
INE054C01015,WATERBASE.NS,EQ,Waterbase Limited
INE855C01015,WEBELSOLAR.NS,EQ,Websol Energy System Limited
INE080A01014,WEIZMANIND.NS,EQ,Weizmann Limited
INE191B01025,WELCORP.NS,EQ,Welspun Corp Limited
INE625G01013,WELENT.NS,EQ,Welspun Enterprises Limited
INE389K01018,WELINV.NS,EQ,Welspun Investments and Commercials Limited
INE192B01031,WELSPUNIND.NS,EQ,Welspun India Limited
